Address1,Address2,Availability,Price,Beds,Baths,Sqft
"1990 Corydon Ramsey Rd NW, Corydon, IN 47112","Corydon, IN 47112",For Sale,1,3,1.5,2430
"128 Oakwoods Trce, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,1595000,5,5.5,7397
"278 Wheel Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,469000,3,3,2300
"1788 Hickory Forrest Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,324777,3,2,1404
"1901 Lucinda St, Perry, IA 50220","Perry, IA 50220",Pending,81600,3,1.5,1536
"NW Hidden Pines Loop Lot 34, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,158000,,,
"148 Timberline Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,179000,,,
"1300 Nora Plan, Three Oaks CommunitySherman, TX","Sherman, TX",For Sale,From269990,3,2,1300
"635 Timber Crk, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,150144,,,
"8863 Lawrence 2220, Monett, MO 65708","Monett, MO 65708",Contingent,339999,3,2,1821
"1824 Butram Rd, White Hall, AR 71602","White Hall, AR 71602",Contingent,95000,2,1,1184
"2603 Lowell Ave, Jacksonville, FL 32254","Jacksonville, FL 32254",Pending,235000,3,2,1209
"4218 W Bronco Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,448400,4,3.5,2242
"E 16 Hwy, Carthage, MS 39051","Carthage, MS 39051",For Sale,81000,,,
"109 Mountain View Dr, Easley, SC 29640","Easley, SC 29640",For Sale,1100000,6,6,
"321 Linden St, Clarkson, NE 68629","Clarkson, NE 68629",For Sale,160000,2,1,1188
"720 Ashwood Way, Easley, SC 29640","Easley, SC 29640",For Sale,312240,5,3,2368
"700 Deerwood Ln, Nashville, AR 71852","Nashville, AR 71852",Pending,265000,3,2,2021
"E Highway 16, Carthage, MS 39051","Carthage, MS 39051",For Sale,136000,,,
"4201 W Addison St Unit 3B, Chicago, IL 60641","Chicago, IL 60641",For Sale,199900,2,1,
"16694 Posy Mountain Rd, Rogers, AR 72756","Rogers, AR 72756",Pending,129900,2,2,960
"The Pearson Plan, Longbrooke CommunityRome, GA","Rome, GA",For Sale,From246900,3,2,1701
"3279 E Main St, Claremont, NC 28610","Claremont, NC 28610",For Sale,455000,3,1.5,2662
"6809 Stump Rd, White Hall, AR 71602","White Hall, AR 71602",For Sale,34900,,,
"3702 Malibu Dr, Sherman, TX 75090","Sherman, TX 75090",For Sale,299990,3,2.5,1757
"2873 Quail Xing, Seguin, TX 78155","Seguin, TX 78155",For Sale,427250,4,3,2993
"Fullerton Plan, Navarro Ranch - Watermill Collection CommunitySeguin, TX","Seguin, TX",For Sale,From285999,3,2,1217
"High Ridge Dr N Lot 181, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,55000,,,
"109 Kings Way, Norfolk, NE 68701","Norfolk, NE 68701",For Sale,742000,4,3.5,2038
"407 Shadow Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,344900,3,2,2409
"330 E State St Unit 205, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,399900,1,1,836
"226 Shamsie Ln, White Hall, AR 71602","White Hall, AR 71602",For Sale,297500,3,2,1765
"Cardinal Dr Lot 44, Rogers, AR 72756","Rogers, AR 72756",For Sale,35000,,,
"5301 Mitchell Ave, Saint Joseph, MO 64507","Saint Joseph, MO 64507",For Sale,395000,,,
"2129 Pioneer Pass, Seguin, TX 78155","Seguin, TX 78155",For Sale,379000,4,2,2264
"145 E Eighth St Unit 107, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,385000,1,1,735
"21701 Chinquapin Wc 1059 Rd, Springdale, AR 72764","Springdale, AR 72764",For Sale,1375000,3,2.5,2302
"4 Wedgewood Dr, Russellville, AR 72802","Russellville, AR 72802",Pending,183000,3,2,1339
"The Buford Plan, McKeesport CommunityShelbyville, TN","Shelbyville, TN",For Sale,From280990,3,2.5,1844
"552 Norman Dr, Easley, SC 29640","Easley, SC 29640",Pending,329900,4,3,
"Pine Meadow Dr Lot 13, Berryville, AR 72616","Berryville, AR 72616",Pending,130000,,,
"525 N Poplar St, South Hutchinson, KS 67505","South Hutchinson, KS 67505",For Sale,97500,,,
"4846 W Wales Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,409000,4,2.5,2254
"1224 Creekside Ct, Alexandria, KY 41001","Alexandria, KY 41001",For Sale,288497,3,2,1651
,,For Sale,222850,,,
"58 Acres N 8th St, Council Bluffs, IA 51501","Council Bluffs, IA 51501",For Sale,154500,,,
"1722 N Monroe St, Enid, OK 73701","Enid, OK 73701",Pending,121500,3,1.5,1212
"Patio Home Fieldstone Dr Lot 10, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,57900,,,
"803 Lake Stone Dr, Monroe, NC 28112","Monroe, NC 28112",Pending,614900,3,2.5,2972
"220 Private Road 3533, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,199900,3,2,1380
"10517 Muscatine St, Houston, TX 77029","Houston, TX 77029",Pending,174900,3,1.5,1418
"114 Teagarden Ct, Sanford, NC 27332","Sanford, NC 27332",For Sale,288615,3,2.5,1744
"23614 Beierman Ave, Warren, MI 48091","Warren, MI 48091",Pending,129900,1,1,1214
"17839 Onionville Rd, Henderson, KY 42420","Henderson, KY 42420",For Sale,189900,3,1,1808
"5075 Reserve Dr, Cumming, GA 30040","Cumming, GA 30040",Pending,769000,5,4.5,3280
"701 Congress St, Emporia, KS 66801","Emporia, KS 66801",For Sale,25000,,,
"63040 730 Rd, Johnson, NE 68378","Johnson, NE 68378",Pending,299000,3,3,2556
"2600 Lot 1, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,374900,,,
"1300 W 11th St, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,185000,4,2,1865
"2613 Maplewood Ln, Sedalia, MO 65301","Sedalia, MO 65301",Pending,144900,3,1,1048
"4006 Mitchell Ave, Saint Joseph, MO 64507","Saint Joseph, MO 64507",Pending,127900,3,1.5,1146
"136 Featherston St, Waldron, AR 72958","Waldron, AR 72958",Pending,65000,2,1,1323
"820 McIntyre St, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,289900,3,2,1505
"Boone Plan, Greenfield CommunitySeguin, TX","Seguin, TX",For Sale,From299490,3,2,1930
"202 E 6th St, Green Forest, AR 72638","Green Forest, AR 72638",Pending,155900,4,2.5,1495
"2604 Terry Rd, Jackson, MS 39204","Jackson, MS 39204",For Sale,28000,3,1,1476
"The Winslow Plan, Stonebridge Fairways CommunityMonroe, NC","Monroe, NC",For Sale,From502900,4,2.5,3614
"131 Springvale Dr, Amherst, OH 44001","Amherst, OH 44001",Pending,250000,3,2,1352
"3601 Bismarck St, Vernon, TX 76384","Vernon, TX 76384",Pending,147500,3,2,1778
"2159 Q Rd, Burr, NE 68324","Burr, NE 68324",Pending,300000,3,1.5,1428
"489 N Durango Pl, Fayetteville, AR 72704","Fayetteville, AR 72704",Contingent,875000,4,3,3800
"Pebble Beach Dr Lot 20, Eufaula, AL 36027","Eufaula, AL 36027",For Sale,24750,,,
"1804 N 2nd Ave, Denison, IA 51442","Denison, IA 51442",Pending,38013,2,1.5,1680
"1607 Woodward Cir, Lexington, NE 68850","Lexington, NE 68850",Pending,290000,3,2,1981
"140 Enoch Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,189300,,,
"208 Eel River Ave, Logansport, IN 46947","Logansport, IN 46947",Contingent,180000,4,3,2574
"2701 E 16th St, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,250000,1,1,480
"2153 McKenzie Rd, Mesquite, TX 75181","Mesquite, TX 75181",For Sale,525000,5,4.5+,4199
"70 Vinson Rd, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,94500,3,2,1679
"2.36 Acres N Old Wire Rd, Rogers, AR 72756","Rogers, AR 72756",For Sale,221840,,,
"302 NE Alabama Ave, Hanceville, AL 35077","Hanceville, AL 35077",For Sale,135000,3,1,1272
"15 Turtle Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,188100,,,
"388 Crow Mountain Rd, Russellville, AR 72802","Russellville, AR 72802",Pending,219900,3,1.5,1631
"S McRaven Rd, Jackson, MS 39204","Jackson, MS 39204",For Sale,165000,,,
"Hart Cv Lot 17, White Hall, AR 71602","White Hall, AR 71602",Contingent,30000,,,
"2186 Ted Dorris Rd, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,4000000,,,
"3209 Little Creek Path, Seguin, TX 78155","Seguin, TX 78155",For Sale,599900,4,4.5,3400
"2432 Rocky Fork Church Rd, Sanford, NC 27332","Sanford, NC 27332",For Sale,370000,2,1,1215
"34 Brooke Ct, Rome, GA 30161","Rome, GA 30161",For Sale,269320,3,2,1701
"414 Sims Spring Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,549900,3,3,2856
"2707 S 45th Ter, Kansas City, KS 66106","Kansas City, KS 66106",Pending,250000,3,2,1911
"84 Timberline Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,190385,,,
"223/303 Preston Ln, Springdale, AR 72764","Springdale, AR 72764",For Sale,2100000,,,
"Teagarden Ct Lot 69, Sanford, NC 27332","Sanford, NC 27332",Pending,278740,3,2,1725
"2265 Parker Rd, Waldron, AR 72958","Waldron, AR 72958",For Sale,730000,3,3,1800
"3343 Sunburst Ct, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,574900,4,2.5+,2874
"424 N Veterans Memorial Dr, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,21500,,,
"1128 Oneida St, Storm Lake, IA 50588","Storm Lake, IA 50588",For Sale,239000,4,2,1794
"3228 Greystone Dr, Fayetteville, AR 72764","Fayetteville, AR 72764",Pending,599000,4,3.5,3059
"W K50 Hwy, South Hutchinson, KS 67505","South Hutchinson, KS 67505",For Sale,510000,,,
"3112 Corinth Church Rd, Monroe, NC 28112","Monroe, NC 28112",Pending,436800,3,2.5,2238
"Hillshire Dr Lot 1, New London, WI 54961","New London, WI 54961",For Sale,89900,,,
"Twickenham Rd, Rome, GA 30161","Rome, GA 30161",For Sale,17500,,,
"Cowger Ln, Dardanelle, AR 72834","Dardanelle, AR 72834",Pending,111510,,,
"2110 Morningside Dr, Emporia, KS 66801","Emporia, KS 66801",Pending,308900,4,2,1842
"The Piedmont Plan, McKeesport CommunityShelbyville, TN","Shelbyville, TN",For Sale,From265990,3,2,1501
"103 Praire Creek Dr, Dardanelle, AR 72834","Dardanelle, AR 72834",Pending,222000,3,2,1780
"2220 W Million Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,336900,3,2.5,2004
"509 Tahoe Trl Unit AND507, Albertville, AL 35950","Albertville, AL 35950",For Sale,69700,,,
"6004 Pickettville Rd, Jacksonville, FL 32254","Jacksonville, FL 32254",Pending,249000,3,2,1696
"65 Watson Run, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,154500,,,
"145 Fairview Ln, Wilkesboro, NC 28697","Wilkesboro, NC 28697",Pending,425000,3,3,
"1412 Lawrence Ave, Springdale, AR 72764","Springdale, AR 72764",Pending,279900,4,2,1607
"920 E Gum St, Russellville, AR 72802","Russellville, AR 72802",Pending,139900,3,2,1095
"717B Grove St, Vicksburg, MS 39183","Vicksburg, MS 39183",For Sale,495000,2,2.5,1825
"1312 Indiana Cir, Sanford, NC 27332","Sanford, NC 27332",For Sale,15000,,,
"10405 Woodside Meadow Ter, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,555000,2,2,1809
"507 West St, Monroe, NC 28112","Monroe, NC 28112",For Sale,324900,4,3,1660
"3429 Sweetwater Way, Sherman, TX 75090","Sherman, TX 75090",Pending,337990,4,2.5,2326
"4301 W Montrose Ave, Chicago, IL 60641","Chicago, IL 60641",For Sale,1350000,,,
"204 Meadowbrook Dr, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,369900,3,2,1727
"159 Butler Way, Bowling Green, KY 42101","Bowling Green, KY 42101",Pending,155900,3,2,1581
"50 Churchton Subd Rd, Newbern, TN 38059","Newbern, TN 38059",For Sale,112500,3,1,1137
"2155 Wilkerson Rd, Ringgold, VA 24586","Ringgold, VA 24586",Contingent,189900,3,2,1107
"12351 Kain Rd, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,950000,,,
"1205 Black Walnut St Unit 8, Monroe, NC 28112","Monroe, NC 28112",Pending,399616,4,2.5,2235
"1002 S Main St, Madison, NE 68748","Madison, NE 68748",For Sale,169000,2,2,1212
"483 Christines Pl, Blountsville, AL 35031","Blountsville, AL 35031",For Sale,1225000,2,2,2326
"1177 Daugherty Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,64000,3,2,1280
"904 W 11th St, Sedalia, MO 65301","Sedalia, MO 65301",Pending,90000,1,1,576
"312 Sherman Ave, Waterloo, IA 50703","Waterloo, IA 50703",Pending,84500,3,1,1660
"5480 Karr Rd, Cumming, GA 30040","Cumming, GA 30040",Pending,510000,3,2.5,1946
"14708 N Highway 311, Green Forest, AR 72638","Green Forest, AR 72638",Pending,119000,,,
"5111 Zelma St, Haltom City, TX 76117","Haltom City, TX 76117",Contingent,260000,4,2.5,1800
"Tbd Hilltop, Van Buren, AR 72956","Van Buren, AR 72956",For Sale,280000,,,
"Tbd County Road 1490, Center, TX 75935","Center, TX 75935",For Sale,585000,,,
"Dogwood Plan, Bel Air Village CommunitySherman, TX","Sherman, TX",For Sale,From295990,3,2,1585
"406 E 27th, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,3000,,,
"9049 Austin Rdg, Seguin, TX 78155","Seguin, TX 78155",For Sale,334999,5,3,2659
"Branchville/Research, Camilla, GA 31730","Camilla, GA 31730",For Sale,49900,,,
"2383 Edgewood Ave N, Jacksonville, FL 32254","Jacksonville, FL 32254",Contingent,229999,3,2,2008
"1302 Stone Marker Dr Unit 36, Monroe, NC 28112","Monroe, NC 28112",For Sale,489900,4,3.5,2648
"3601 Hiawatha Trl, Sanford, NC 27332","Sanford, NC 27332",For Sale,338000,3,2,2389
"14530 Jefferson St, Omaha, NE 68137","Omaha, NE 68137",Pending,260000,3,2.5,2052
"1000 N Redbud Ln, Mount Pleasant, IA 52641","Mount Pleasant, IA 52641",For Sale,219900,2,3.5,1380
"Pine Seed Trl Lot 4, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,187000,,,
"County Road 2348, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,150000,,,
"232 Sycamore Bottoms Ln, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,200000,,,
"4760 Pittman Rd, Cumming, GA 30040","Cumming, GA 30040",Pending,2800000,,,
"Calumet Plan, McLellan Crossings CommunityBowling Green, KY","Bowling Green, KY",For Sale,From297900,3,2,1528
"4058 Niles St, Waterloo, IA 50703","Waterloo, IA 50703",Pending,92500,3,2,1560
"4617 W Waveland Ave, Chicago, IL 60641","Chicago, IL 60641",For Sale,750000,4,3.5,
"119 Westbourne Loop, Burbank, WA 99323","Burbank, WA 99323",Pending,365000,3,2,1552
"4669 W Tofino Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,309669,3,2,1516
"3424 N Kilbourn Ave, Chicago, IL 60641","Chicago, IL 60641",Contingent,949900,3,3.5,
"9 Marlynn Dr NE, Rome, GA 30161","Rome, GA 30161",Pending,269900,3,2,1870
"803 Hailey Rd, Berryville, AR 72616","Berryville, AR 72616",Pending,220000,,,
"102 Bunker Ct, Waxahachie, TX 75165","Waxahachie, TX 75165",For Sale,765000,4,3,2851
"1104 Kensington Dr, Alexandria, KY 41001","Alexandria, KY 41001",Pending,79900,,,
"11808 Ashmore Ct, Springdale, OH 45246","Springdale, OH 45246",Pending,270000,4,2.5,2118
"603 S New York Ave, Sedalia, MO 65301","Sedalia, MO 65301",For Sale,157900,3,1,980
"336 Connecticut St, Houston, TX 77029","Houston, TX 77029",For Sale,115000,,,
"3173 Carolina Way, Sanford, NC 27332","Sanford, NC 27332",Pending,450000,4,3,2435
"5730 Inland Dr, Kansas City, KS 66106","Kansas City, KS 66106",For Sale,350000,,,
"169 Hollywood Ave Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,153225,,,
"120 Lakenheath Way, Logansport, IN 46947","Logansport, IN 46947",For Sale,299000,3,2,2428
"303 E Lakeshore Dr, Storm Lake, IA 50588","Storm Lake, IA 50588",Pending,365000,4,3,2754
"2600 Highway 64 W, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,550000,3,2.5,2792
"1106 Ferry St, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,45000,,,
"3863 Nixon Chapel Rd, Albertville, AL 35950","Albertville, AL 35950",For Sale,229900,2,2,784
"14 Longview Rd Lot 14, Shelbyville, TN 37160","Shelbyville, TN 37160",For Sale,125000,,,
"Burroughs Town Ln Unit 500, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,459990,3,3,2003
"7 Pleasant View Pl, Caseyville, IL 62232","Caseyville, IL 62232",Pending,150000,3,2,1000
"1965 Antioch Rd, Cumming, GA 30040","Cumming, GA 30040",For Sale,552000,,,
"9941 E High Meadows Dr, Rogers, AR 72756","Rogers, AR 72756",For Sale,1247000,2,2,4913
"405 E 16th St, Hope, AR 71801","Hope, AR 71801",For Sale,215000,2,2,1936
"5943 Corsicana Cv, Seguin, TX 78155","Seguin, TX 78155",Pending,314499,3,2,1957
"WINDSOR Plan, Loring CommunityCumming, GA","Cumming, GA",For Sale,From597990,4,3.5,2602
"E 16 Hwy, Carthage, MS 39051","Carthage, MS 39051",Pending,25000,,,
"1901 SW Goodwin Ave, Pendleton, OR 97801","Pendleton, OR 97801",Pending,250000,4,1,1994
"2740 Nueva Cordova, Seguin, TX 78155","Seguin, TX 78155",For Sale,369249,3,2,1911
"10762 Shrewbury St, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,69900,,,
"2468 Wild Glow Dr, Zeeland, MI 49464","Zeeland, MI 49464",For Sale,349900,4,2.5,1870
"8293 E Boca Vista Trl Lot 24, Traverse City, MI 49684","Traverse City, MI 49684",For Sale,39900,,,
"720 Roosevelt Dr, Seguin, TX 78155","Seguin, TX 78155",For Sale,260000,3,2,1357
"1 and 3 Outpost Trl SE, Rome, GA 30161","Rome, GA 30161",For Sale,37900,,,
"6124 Mayfair Mews, North Richland Hills, TX 76180","North Richland Hills, TX 76180",Pending,499990,3,2.5,2026
"919 Winn St, Jackson, MS 39204","Jackson, MS 39204",For Sale,12400,2,1,772
"ALWICK Plan, Timber Creek Woods CommunityAlexandria, KY","Alexandria, KY",For Sale,From471200,4,2.5,2631
"2940 W Emil Dr, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,324335,4,2.5,1990
"401 W 9th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",For Sale,89900,3,2,1516
"4904 Edgehill Dr, Kansas City, KS 66106","Kansas City, KS 66106",Pending,225000,3,1,1088
"710 Madison St, Carthage, TX 75633","Carthage, TX 75633",For Sale,259000,4,2,2304
"92 Monterey Oak Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,275000,,,
"5701 Pouncey Tract Rd, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,385000,3,2,1692
"3827 Beaver Dr, Houston, TX 77029","Houston, TX 77029",For Sale,150000,3,1,1620
"756 Stonemanor Bay, Seguin, TX 78155","Seguin, TX 78155",For Sale,318990,3,2.5,2261
"51 Indian Trl, Sanford, NC 27332","Sanford, NC 27332",For Sale,435000,3,2,2459
"4199 W Sante Fe Sq, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,38500000,,,256672
"2123 Belvedere Dr, Jackson, MS 39204","Jackson, MS 39204",For Sale,25000,2,1.5,944
"20 Whistling Mallard Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,140400,,,
"Graphic Arts Rd, Emporia, KS 66801","Emporia, KS 66801",For Sale,453024,,,
"1299 N Sicily Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",Pending,385000,3,3.5,2062
"1065 N Campbell Rd, Bowling Green, KY 42101","Bowling Green, KY 42101",For Sale,529900,2,2,1494
"4409 Union St, North Richland Hills, TX 76180","North Richland Hills, TX 76180",Contingent,362990,3,2.5,1679
"Craig Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,500000,,,
"GRAYSON Plan, Loring CommunityCumming, GA","Cumming, GA",For Sale,From631990,5,4,3355
"1879 N September Stroll Ln, Fayetteville, AR 72704","Fayetteville, AR 72704",For Sale,84900,,,
"34 Paradise Valley Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,176750,,,
"1265 Old Dyersburg Rd, Newbern, TN 38059","Newbern, TN 38059",Pending,650000,4,3,4223
"9531 Bailie Ct, Waverly, NE 68462","Waverly, NE 68462",For Sale,345000,4,3,2400
"1753 Shutters St, Thomson, IL 61285","Thomson, IL 61285",For Sale,165000,3,2.5,1381
"Plan 2897, Woodside Farms CommunitySeguin, TX","Seguin, TX",For Sale,From306995,4,2.5,2897
"County Line Rd, Carthage, MS 39051","Carthage, MS 39051",For Sale,203500,,,
"103 Cheyenne St, Clarksville, AR 72830","Clarksville, AR 72830",For Sale,299900,3,2,2156
"2 Green Crest Dr, Rome, GA 30161","Rome, GA 30161",Pending,298270,3,2.5,1801
"Hidden Trails Dr, Dexter, MO 63841","Dexter, MO 63841",For Sale,32500,,,
"20321 State Highway 59, Noel, MO 64854","Noel, MO 64854",For Sale,95000,,,
"3037 Shine St, Glen Allen, VA 23059","Glen Allen, VA 23059",Pending,575650,4,3.5,2802
"416 Gardens Ln, North Little Rock, AR 72114","North Little Rock, AR 72114",For Sale,67500,,,
"Tbd1 Town N Country Dr, Wilkesboro, NC 28697","Wilkesboro, NC 28697",For Sale,1840000,,,
"1625 FM 1117, Seguin, TX 78155","Seguin, TX 78155",For Sale,679000,2,2,1800
"134 Boyds Place Trl, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,159570,,,
"201 S Springfield St, Berryville, AR 72616","Berryville, AR 72616",For Sale,269000,3,2,1570
"1575 Rainbolt Ct NW, Corydon, IN 47112","Corydon, IN 47112",For Sale,447900,4,3,2323
"10638 Fairfax St, Houston, TX 77029","Houston, TX 77029",For Sale,179900,3,1.5,1039
"Walker Tanner Rd, Union City, TN 38261","Union City, TN 38261",For Sale,900000,,,
"5140 Ivy Nole, Cumming, GA 30040","Cumming, GA 30040",Pending,629000,5,3,3500
"Capps Ranches Rd, Rogers, AR 72756","Rogers, AR 72756",For Sale,1243000,,,
"306 E 12th Ave, Hutchinson, KS 67501","Hutchinson, KS 67501",Pending,64000,3,1.5,1533
"17282 J Ave, Perry, IA 50220","Perry, IA 50220",For Sale,750000,3,2,1984
"4008 Niles St, Waterloo, IA 50703","Waterloo, IA 50703",Pending,115000,3,1,1280
,,For Sale,17500,,,
"12105 Oxford Landing Dr Unit 204, Glen Allen, VA 23059","Glen Allen, VA 23059",For Sale,328630,1,1.5,1322
"192 Cedar Grove Rd, Shelbyville, TN 37160","Shelbyville, TN 37160",Contingent,219900,3,2,1050
"118 Ivy Park Cir, Albertville, AL 35950","Albertville, AL 35950",For Sale,21900,,,
"1035 Walnut Ct, Goodlettsville, TN 37072","Goodlettsville, TN 37072",For Sale,699000,3,3,2300
"2000 Glover Golden Rd, Broken Bow, OK 74728","Broken Bow, OK 74728",For Sale,119000,Studio,,
